Denominação,Outro nome,NIF,Doc ID,Capital Social,Número de Acções/Quotas,Valor Nominal,Natureza,Objecto,CAE,CAE Secundário 1,CAE Secundário 2,CAE Secundário 3,Facto,Data do facto (publicação),Valor do Facto,Modalidade e forma de subscrição:,,Categorias,Ordinárias,Categoria A,Categoria B,Categoria C,Classe A1,Classe B1,Preferenciais,Classe D,Classe E,Classe F,Classe G,Classe H,Classe I,Classe J,Classe K,Classe L,Acções preferenciais sem voto,Classe Promotor,Emissão de Valores Mobiliarios (Montante),Valores Mobiliários Valor nominal/Preço de Exercício,Activo Subjacente,N.º de Valores a emitir
"TURFLYNX, LDA",,513233989,1,5000,6,1075; 1075; 1075; 550; 150; 1075,quotas,"Desenvolvimento e comercialização de sistemas e sub­sistemas de robótica, nomeadamente os que tenham como principal constituinte robôs móveis ou fixos; comercialização dos produtos desenvolvidos ou de produtos afins, prestação de serviços relacionados com os ditos produtos, bem como de quaisquer serviços similares ou conexos.",71120 - Actividades de engenharia e técnicas afins,,,,Constituição,01/12/2014,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"TURFLYNX, LDA",,513233989,2,7143,8,1075; 1075; 1075; 550; 150; 1075; 1071.50; 1071.50,quotas,,,,,,Aumento e Alteração,10/12/2014,2143,"totalmente subscrito em dinheiro pela entrada de dois novos sócios, ASK CAPITAL ­ FUNDO DE CAPITAL DE RISCO e MERMAID INVESTMENTS B.V., com a importância de 1.071,50 cada um.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"TURFLYNX, LDA",,513233989,4,8791.4,8,"1075; 1075; 1075; 550; 150; 1075; 1895,7; 1895,7",quotas,,,,,,Aumento,13/10/2015,1648.4,"Em dinheiro, subscrito pelos sócios ASK CAPITAL ­ FUNDO DE CAPITAL DE RISCO e MERMAID INVESTMENTS B.V. em partes iguais",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ECT - BUSINESS OPORTUNITY, COMPRA E VENDA DE VIATURAS, LDA",,510064256,1,5000,1,5000,quotas,"Compra e venda de viaturas, novas ou usadas, consultoria técnica automóvel e estudos de mercado automóvel.",45110 - Comércio de veículos automóveis ligeiros,,,,Constituição,17/11/2011,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ECT - BUSINESS OPORTUNITY, COMPRA E VENDA DE VIATURAS, LDA",,510064256,2,6674,2,5000; 1674,quotas,,,,,,Aumento,15/01/2015,1674,"em dinheiro pela nova sócia ASK Celta ­ Fundo de Capital de Risco ­ NIF: 720012228 gerido por ISQ ­ Sociedade de Capital de Risco S.A. ­ NIPC: 506279472, com sede na Avenida Álvares Cabral, n.o 61 ­ 7.o, Lisboa, 1250­017 LISBOA",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"GREENFIBER TECH, S.A.",,509967400,1,10000,2,"8000, 2000",quotas,"Comércio, importação, exportação e produção de compostos que combina fibras sintéticas e naturais",16295 - Fabricação de outros produtos de cortiça,,,,Constituição,19/08/2011,10000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"GREENFIBER TECH, S.A.",,509967400,3,50000,2,"48000, 2000",quotas,,,,,,Aumento,08/05/2012,40000,Em dinheiro pelo sócio Jorge Viriato.,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"GREENFIBER TECH, S.A.",,509967400,4,427000,85400,5,"nominativas ou ao portador, tituladas.",,,,,,Aumento e Alteração,26/12/2012,377000,"Conversão de prestações suplementares (57.500,00 Euros) e em espécie (308.645,00 Euros) pelo sócio, Jorge Viriato; Em dinheiro (10855,00 Euros), sendo 5.000,00 Euros por cada um dos novos sócios Nuno Trancoso e Paulo Maria, e 855,00 Euros pela nova sócia Ann­Christine.",,N,,,,,,,,,,,,,,,,,,,,,,
"GREENFIBER TECH, S.A.",,509967400,5,1067000,,5,,,,,,,Aumento e Alteração,25/09/2013,640000,"subscrição: em dinheiro, com a entrada de dois novos accionistas.",,Y,,128000,85400,,,,,,,,,,,,,,,,,,,
"GREENFIBER TECH, S.A.",,509967400,9,1267000,253400,5,acções nominativas,,,,,,Aumento e Alteração,29/10/2015,200000,"Em dinheiro, subsrito por um acionista, através da emissão de 40.000 novas acções ordinárias",,Y,,128000,125400,,,,,,,,,,,,,,,,,,,
"GREENFIBER TECH, S.A.",,509967400,10,1692000,338400,5,,,,,,,Aumento e Alteração,15/02/2016,425000,"realizado em numerário, mediante a emissão de 85.000 acções de categoria A, com o valor nominal de 5,00 euros, integralmente subscrito por um novo acionista",,Y,,213000,125400,,,,,,,,,,,,,,,,,,,
"GREENFIBER TECH, S.A.",,509967400,11,,Montante da emissão : 625000.00 Euros,Valor nominal de cada título : 125000.00 Euros,,,,,,,Emissão títulos,22/04/2016,,,,,,,,,,,,,,,,,,,,,,,625000,125000,,
"TORBEL, S.A.",Torres e Belo,500695679,2,500000,100000,5,as acções são ao portador,transformação de matérias primas e outros produtos em moldes de construção civil.,25620 - Actividades de mecânica geral,25210 - Fabricação de caldeiras e radiadores para aquecimento central,33200 - Instalação de máquinas e de equipamentos industriais,28250 - Fabricação de equipamento não doméstico para refrigeração e ventilação,Alteração,29/01/2014,0,,,,,,,,,,,,,,,,,,,,,,,,,
"TORBEL, S.A.",,500695679,3,557895,111579,5,,,,,,,Aumento,25/02/2014,57895,"dinheiro, mediante a emissão de 11.579 novas acções com o valor nominal de 5,00 Euros, cada uma.",,N,,,,,,,,,,,,,,,,,,,,,,
"TORBEL, S.A.",,500695679,5,669475,133895,5,nominativas,,,,,,Aumento,18/09/2015,111580,"em numerário, mediante a emissão de 22316 novas acções com o valor nominal de 5,00 Euros, cada uma.",,N,,,,,,,,,,,,,,,,,,,,,,
"TORBEL, S.A.",,500695679,6,729475,145895,5,nominativas,,,,,,Aumento,03/03/2016,60000,"em dinheiro susbcrito pela ASK CELTA ­ FUNDO DE CAPITAL DE RISCO, com a emissão de novas acções",,N,,,,,,,,,,,,,,,,,,,,,,
"ATP- ATLÂNTICO TRADE PARTNERS - IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ALIMENTARES, LDA",,509229697,1,10000,2,5000; 5000,quotas,"Importação, exportação, representação e comercialização de produtos alimentares, seus acessórios, designamente máquinas.","46390 - Comércio por grosso não especializado de produtos alimentares, bebidas e tabaco",,,,Constituição,15/01/2010,10000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ATP- ATLÂNTICO TRADE PARTNERS - IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ALIMENTARES, LDA",,509229697,4,20000,3,5000; 5000; 10000,quotas,,,,,,Aumento e Alteração,15/09/2011,10000,"Realizado em dinheiro e subscrito pela nova sócia ""ASK CELTA ­ Fundo de Capital de Risco"" NIF 720012228.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ATP- ATLÂNTICO TRADE PARTNERS - IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ALIMENTARES, LDA",,509229697,6,20000,3,5000; 5000; 10000,quotas,"Importação, exportação, representação e comercialização de produtos alimentares, seus acessórios, designadamente máquinas. Comércio de veículos automóveis novos ou usados.",,,,,Alteração,27/04/2015,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ALTAKITIN, S.A.",,509655300,1,50000,50000,1,nominativas,"Investigação, desenvolvimento, produção e comercialização de dispositivos médicos, biomateriais, produtos biotecnológicos, produtos bioquímicos, produtos para regeneração de tecidos e células, e matérias-primas com aplicação biomédica.",72110 - Investigação e desenvolvimento em biotecnologia,,,,Constituição,31/12/2010,50000,,,,,,,,,,,,,,,,,,,,,,,,,
"ALTAKITIN, S.A.",,509655300,2,59121,59121,1,nominativas,,,,,,Aumento,31/08/2011,9121,"Realizado em dinheiro, pela emissão de 9.121 novas acções subscritas por um novo accionista",,N,,,,,,,,,,,,,,,,,,,,,,
"ALTAKITIN, S.A.",,509655300,3,60641,60641,1,nominativas,,,,,,Aumento,01/09/2011,1520,"Realizado em dinheiro, pela emissão de 1.520 novas acções",,N,,,,,,,,,,,,,,,,,,,,,,
"ALTAKITIN, S.A.",,509655300,4,65076,65076,1,nominativas,,,,,,Aumento,12/09/2011,4435,"dinheiro, através da emissão 4435 acções com o valor nominal de 1,00 cada",,N,,,,,,,,,,,,,,,,,,,,,,
"ALTAKITIN, S.A.",,509655300,5,108939,108939,1,nominativas,,,,,,Aumento,22/03/2013,43863,"espécie, quanto a 41.533,00 Euros e dinheiro, quanto a 2.330,00 Euros, mediante a emissão de 43.863 novas acções com o valor nominal e 1,00 Euro, cada uma.",,N,,,,,,,,,,,,,,,,,,,,,,
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",,508383463,1,5000,3,2500; 1250; 1250,quotas,"realização de todo o tipo de actividades e serviços próprios ou relacionados com a produção, transformação, distribuição e comercialização de energia eléctrica ou derivados da electricidade, das suas aplicações e das matérias ou energias primárias necessárias para a sua criação; prestação de serviços energéticos, de engenharia e informáticos, de telecomunicações, de tratamento e distribuição de águas, de distribuição de gás e de produção e distribuição de energias renováveis.",35111 - Produção de electricidade de origem hídrica,,,,Constituição,07/02/2008,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",,508383463,2,10000,6,5000; 1250; 1250; 1500; 500; 500,quotas,,,,,,Aumento,31/10/2008,5000,"2500,00 mediante a conversão de suprimentos, pelo sócio Fundo ISQ Capital ­Fundo de Capital de Risco, para reforço da sua quota;2500,00 em dinheiro, sendo 1500,00 pelo novo sócio Instituto de Soldadura e Qualidade, 500,00 pelo novo sócio Afonso José Marçal Grilo Lobato de Faria, 500,00 pelo novo sócio Mário Miguel Franco Marques de Matos",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",,508383463,3,15385,7,5000; 1250; 1250; 1500; 500; 500; 15385,quotas,,,,,,Aumento e Alteração,05/12/2012,5385,"em dinheiro pela nova sócia LUSÁGUA ­ SERVIÇOS AMBIENTAIS, S.A.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",,508383463,5,12385,,,quotas,,,,,,Redução,02/11/2015,3000,por efeitos e na sequência de amortização,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",,508383463,5,394814,4,138214; 254600; 1500; 500,quotas,,,,,,Aumento,02/11/2015,382429,"por incorporação de prestações suplementares quanto a 230.769,00 Euros e por conversão de créditos quanto a 151.660,00 Euros pelos sócios a seguir indicados em 1o e 2o lugares Capital após o aumento : 394.814,00 Euros",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"WIZI TO FIND, S.A.",,507917880,1,5000,3,"2500; 1250, 1250",quotas,Prestação de serviços e comércio na área das novas tecnologias,58290 - Edição de outros programas informáticos,,,,Constituição,24/10/2006,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"WIZI TO FIND, S.A.",,507917880,3,7142.6,4,"2500; 1250, 1250; 1214.14",,,,,,,Aumento e Alteração,07/03/2008,22142.6,"numerário, subscrito quanto a 1.214,14 euros pela novo sócio ""Fundo ISQ Capital ­ Fundo de Capital de Risco"" gerido pela ""ISQ ­ Sociedade de Capital de Risco, S.A."" e quanto a 928,46 euros pelo novo sócio Sampo Tapani KellomTMki",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"WIZI TO FIND, S.A.",,507917880,4,50000,5000000,0.01,nominativas,comercialização e a prestação de serviços na áreas das novas tecnologias.,,,,,Aumento e Alteração,14/05/2008,42857.4,"em numerário, subscrito com 15.000,63 euros pela sócia Maria Fraternidade; 7.500,32 euros por cada um dos sócios Paulo Arrais e ""Beyond Newsgen ­ Soluções de Gestão e Personalização de Conteúdos Lda"", 7.285,14 euros pela sócia ""Fundo ISQ Capital ­ Fundo de Capital de Risco e 5.570,99 euros pelo sócio Sampo Tapani KellomTMki",,N,,,,,,,,,,,,,,,,,,,,,,
"WIZI TO FIND, S.A.",,507917880,6,96400,9640000,0.01,,,,,,,Aumento,04/03/2010,46400,"8.400,00 euros em suprimentos e 38.000,00 euros em numerário",,Y,4031289,4568711,1040000,,,,,,,,,,,,,,,,,,,
"WIZI TO FIND, S.A.",,507917880,11,119600,11960000,0.01,,,,,,,Aumento,13/10/2011,23200,"dinheiro, mediante a emissão de 2.320.000 novas acções com o valor nominal de 0,01 Euro, cada uma.",,Y,4031289,6368711,1560000,,,,,,,,,,,,,,,,,,,
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",,502009578,1,215000,215000,1,nominativas ou ao portador.,"Construção, montagem e representações de equipamentos industriais.",25620 - Actividades de mecânica geral,,,,Aumento,26/01/2006,180084.15,"49.879,78 por conversão de prestações suplementares; 30.304,37 por incorporação de reservas livres; 47.450,00 por incorporação de resultados; 32.292,60 em númerário ­subscritores: Fundo de Capital de Risco Para Investidores Qualificados ISQ Capital, com 32.250,00 ; Ana Sofia Xavier Madureira, Maria Eugénia Xavier Madureira, Maria Noémia Xavier Madureira Vagaroso de Sousa e António Aníbal Xavier Madureira, com 2,32 cada um, Abel Nuno Xavier Madureira, com 17,16 e Mário Emílio Xavier Madureira, com 16,16 ; 16.261,82 em espécie ­ subscritores: Mário Emílio Xavier Madureira e Abel Nuno Xavier Madureira com 4.878,55 cada um, Ana Sofia Xavier Madureira, Maria Eugénia Xavier Madureira, Maria Noémia Xavier Madureira Vagaroso de Sousa e António Aníbal Xavier Madureira, com 1.626,18 cada um e que correspondem a 95% das quotas que possuem na sociedade Carbitec ­ Engeniaria, SL; 3.895,58 em espécie ­subscritores: Mário Emílio Xavier Madureira e Abel Nuno Xavier Madureira, com 1.947,79 cada um e que corresponde a 99% das acções que possuem na sociedade Ibermaros México, S.A.",,,,,,,,,,,,,,,,,,,,,,,,
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",,502009578,2,228438,228438,1,nominativas ou ao portador.,,,,,,Aumento,05/12/2007,13438,"Em numerário, subscrito pela accionista Fundo Investimento de Capital de Risco Para Investidores Qualificados ­ ISQ Capital",,,,,,,,,,,,,,,,,,,,,,,,
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",,502009578,5,228438,228438,1,"nominativas ou ao portador, reciprocamente convertíveis.",,,,,,Alteração,19/07/2011,0,a) 222067 acções ordinárias; b) 6371 acções preferenciais sem direito a voto.,,Y,222067,,,,,,6371,,,,,,,,,,,,,,,
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",,502009578,7,304580,304580,1,"nominativas ou ao portador, reciprocamente convertíveis.",,,,,,aumento,18/05/2012,76142,"Nova entrada,em numerário, por conversão de prestações acessórias, subscrito pelo acionista Mário Emílio Xaxier Madureira",,,304580,,,,,,,,,,,,,,,,,,,,,
"CRITICAL MANUFACTURING, S.A.",,508904021,1,300000,60000,5,nominativas,"Produção e comercialização de soluções de software e prestação de serviços de consultadoria, integração, manutenção e suporte associados, para indústrias de alta tecnologia, em especial nos sectores de semicondutores, a saber, indústria de ""chip­cards"", microprocessadores, produtos DRAM, ""Flash"" e ""Logic"", no sector de energia solar foto­voltaica e noutros sectores industriais, com especial incidência em ""Flat Panels"", PCB e outras indústrias de componentes electrónicos.",62010 - Actividades de programação informática,,,,Constituição,13/03/2009,300000,"Montante realizado: 135000,00 Euros",,N,,,,,,,,,,,,,,,,,,,,,,
"CRITICAL MANUFACTURING, S.A.",,508904021,9,496065,99213,5,,,,,,,Aumento,28/07/2016,196065,Realizado em dinheiro subscrito por acionistas.,,N,,,,,,,,,,,,,,,,,,,,,,
"CRITICAL MATERIALS, S.A.",,508339855,1,5000,3,1000; 2000; 2000,quotas,"Desenvolvimento e integração de software e hardware para aplicações críticas de materiais avançados e prestação de serviços conexos, nomeadamente, de consultadoria e auditoria (com exepção das reservadas aos Revisores Oficiais de Contas)",62010 - Actividades de programação informática,62090 - Outras actividades relacionadas com as tecnologias da informação e informática,,,Constituição,06/02/2008,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CRITICAL MATERIALS, S.A.",,508339855,2,5000,3,1000; 2000; 2000,quotas,,,,,,Alteração,21/11/2008,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CRITICAL MATERIALS, S.A.",,508339855,3,50000,3,10000; 20000; 20000,quotas,,,,,,Aumento,04/02/2009,45000,Montante realizado: 34500 euros Modalidade e forma de subscrição: Realizado em dinheiro pelos sócios na proporção das suas quotas.,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CRITICAL MATERIALS, S.A.",,508339855,8,100000,100000,1,nominativas,,,,,,Aumento e Alteração,29/06/2011,50000,"Realizado quanto a 31.000,00 por incorporação de prestações suplementares e quanto a 18.998,00 por conversão de suprimentos, subscrito pela sócia ""Critical SGPS, SA"" em reforço da sua quota, e realizado quanto a 2,00 em dinheiro, subscrito pela admissão de dois novos sócios com 1,00 cada um.",,N,,,,,,,,,,,,,,,,,,,,,,
"CRITICAL MATERIALS, S.A.",,508339855,9,237598,237598,1,nominativas,,,,,,Aumento,13/09/2012,137598,"em dinheiro quanto a 107.598,00 e em conversão de suprimentos quanto a 30.000,00 .",,N,,,,,,,,,,,,,,,,,,,,,,
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",,509961320,1,50000,10000,5,nominativas,"Desenvolvimento e integração de software, hardware e sistemas no sector da saúde, e prestação de serviços conexos, nomeadamente de consultoria (com excepção da jurídica) e auditoria",58290 - Edição de outros programas informáticos,,,,Constituição,14/09/2011,50000,,,,,,,,,,,,,,,,,,,,,,,,,
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",,509961320,2,81250,16250,5,nominativas,,,,,,Aumento,05/08/2013,31250,numerário,,,,,,,,,,,,,,,,,,,,,,,,
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",,509961320,6,81250,325000,0.25,,,,,,,Fusão,23/12/2014,0,"Transferência global de património SOCIEDADE(S) PARTICIPANTE(S):INCORPORANTE(S): BLUECARING ­ SISTEMAS DE MONITORIZAÇÃO, S.A. NIPC: 509961320 SOCIEDADE(S) PARTICIPANTE(S):INCORPORADA(S)/FUNDIDA(S): CRITICAL HEALTH 2, SGPS, S.A. NIPC: 513001182",,Y,145134,179866,,,,,,,,,,,,,,,,,,,,
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",,509961320,7,100000,400000,0.25,,,,,,,Aumento,03/02/2015,18750,realizado em dinheiro e subscrito por duas accionistas,,Y,168476,231524,,,,,,,,,,,,,,,,,,,,
"RETMARKER, S.A.",Critical Health,508805759,1,142857,142857,1,nominativas,"Desenvolvimento e integração de software, hardware e sistemas no sector da saúde e prestação de serviços conexos, nomeadamente de consultadoria e auditoria.",58290 - Edição de outros programas informáticos,,,,Constituição,16/12/2008,142857,,,,,,,,,,,,,,,,,,,,,,,,,
"RETMARKER, S.A.",,508805759,2,500000,500000,1,nominativas,,,,,,Aumento,23/03/2009,357143,"Realizado quanto a 250 000,00 Euros em espécie e quanto 107 143,00 Euros em dinheiro pelos accionistas.",,,,,,,,,,,,,,,,,,,,,,,,
"RETMARKER, S.A.",,508805759,4,659375,659375,1,,,,,,,Aumento,04/02/2011,159375,"em dinheiro, mediante a emissão de 159 375 novas acções",,,,,,,,,,,,,,,,,,,,,,,,
"RETMARKER, S.A.",,508805759,6,687500,687500,1,"nominativas, tituladas, poderão ser convertidas em acções escriturais, sendo as tituladas e as escriturais reciprocamente convertíveis",,,,,,Aumento,25/07/2011,28125,"Em dinheiro, através da emissão 28125 novas acções de Categoria A, com o valor nominal de 1,00 Euro cada, por um novo accionista",,Y,500000,187500,,,,,,,,,,,,,,,,,,,,
"RETMARKER, S.A.",,508805759,7,952500,1839674,Sem valor,,,,,,,Aumento e Alteração,07/03/2013,265000,numerário,,,,,,,,,,,,,,,,,,,,,,,,
"RETMARKER, S.A.",,508805759,11,50000,96553,Sem valor,nominativas.,,,,,,Cisão,03/03/2014,0,"MODALIDADE: Cisão­Simples.SOCIEDADE(S) PARTICIPANTE(S):INCORPORANTE(S): CRITICAL HEALTH, S.A. NIPC: 508805759 Sede: Parque Industrial de Taveiro, Lote 48 Distrito: Coimbra Concelho: Coimbra Freguesia: Taveiro, Ameal e Arzila 3045 ­ 504 Taveiro SOCIEDADE(S) PARTICIPANTE(S):INCORPORADA(S)/CINDIDAS(S): CRITICAL HEALTH, S.A. NIPC: 508805759 Sede: Parque Industrial de Taveiro, Lote 48 Distrito: Coimbra Concelho: Coimbra Freguesia: Taveiro, Ameal e Arzila 3045 ­ 504 Taveiro",,Y,­26255,70298,,,,,,,,,,,,,,,,,,,,
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,,500772738,1,1638615,327723,5,"Ao portador, podendo haver títulos de 5, 10, 100, 1000 ou 10.000 acções.","Produção e comércio de mangueiras de alta pressão, tubos hidráulicos para fins industriais e condutores de fluidos, gases e óleo, e dedica-se a Fabricação de equipamento hidráulico e pneumático.",28120 - Fabricação de equipamento hidráulico e pneumático,,,,Aumento,02/12/2010,288615,"subscrição: subscrito em dinheiro, mediante a emissão de 57723 novas acções",,N,,,,,,,,,,,,,,,,,,,,,,
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,,500772738,3,2638615,527723,5,,,,,,,Aumento,03/08/2012,1000000,"Realizado em dinheiro pelos accionistas Carlos Manuel da Cunha Alves e Francisco Américo da Cunha Alves com a entrada de 500.000,00 cada",,N,,,,,,,,,,,,,,,,,,,,,,
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,,500772738,5,3735000,747000,5,,,,,,,Aumento,18/12/2012,1096385,por incorporação de reservas livres,,N,,,,,,,,,,,,,,,,,,,,,,
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,,500772738,6,4740575,948115,5,portador.,,,,,,Aumento,02/10/2014,1005575,"realizado em dinheiro, subscrito mediante a emissão de 201.115 novas ações",,N,,,,,,,,,,,,,,,,,,,,,,
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,,500772738,7,5746150,1149230,5,,,,,,,Aumento,22/10/2015,1005575,Em numerário com a emissão de 201.115 novas ações,,N,,,,,,,,,,,,,,,,,,,,,,
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",,509739490,1,5000,5,1450; 1450; 700; 700; 700,quotas,"Prestação de serviços de processamento automático de dados, fornecimento e domiciliação de aplicações informáticas, investigação, consultoria e formação","63110 - Actividades de processamento de dados, domiciliação de informação e actividades relacionadas",,,,Constituição,28/01/2011,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",,509739490,3,30000,4,9900; 9900; 5100; 5100,quotas,,,,,,Aumento,09/10/2012,25000,"Integralmente realizado em numerário e subscrito pelos sócios na proporção das suas participações sociais, sendo criadas 4 quotas novas, duas de 8.250,00 subscritas, respetivamente pelos sócios Artur Manuel Pereira Romão e Miguel Reis Calisto da Silva e duas de 4.250,00 subscritas, respetivamente pelos sócios José Miguel Gomes Saias e Ruben Carlos Tenorio Ferreira da Silva",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",,509739490,5,150000,5,9900; 9900; 5100; 5100; 120000,quotas,,,,,,Aumento e Alteração,06/12/2012,120000,"numerário, subscrito pela nova sócia ""Cortex Intelligence Europa, Lda""",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",,509739490,6,150000,6,9900; 9900; 5100; 5100; 60000; 60000,quotas,,,,,,Alteração,15/03/2013,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",,502448911,1,300000,300000,1,"nominativas, podendo ser representadas por títulos ou assumir a forma escritural. A sociedade poderá optar por emitir acções escriturais, bem como converter as acções tituladas em escriturais ou estas naquelas.","Auditoria industrial, estudo, proposição e implementação de sistemas e equipamentos; desenvolvimento, fabrico, manutenção, comercialização, importação e exportação de equipamentos electrónicos e informáticos; a formação, orientação e selecção profissional em conexão com o objecto.",71120 - Actividades de engenharia e técnicas afins,,,,Alteração,18/09/2007,0,,,N,,,,,,,,,,,,,,,,,,,,,,
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",,502448911,2,800000,800000,1,,,,,,,Aumento e Alteração,06/11/2008,500000,"realizado quanto a 77 375,00 euros por incorporação de reservas; 242 282,00 euros por prestações suplementares; 180 343,00 eutros em dinheiro subscrito pelos accionistas",,N,,,,,,,,,,,,,,,,,,,,,,
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",,502448911,4,1011000,1011000,1,Ao portador,,,,,,Aumento e Alteração,31/05/2011,211000,"em dinheiro, mediante a emissão de 211.000 novas acções, no valor nominal de 1,00 cada",,N,,,,,,,,,,,,,,,,,,,,,,
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",,502448911,5,1500000,1500000,1,nominativas,,,,,,Aumento e Alteração,12/06/2012,489000,"em dinheiro, mediante a emissão de 489.000 novas ações, no valor nominal de 1,00 cada.",,N,,,,,,,,,,,,,,,,,,,,,,
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",,502448911,7,1800000,1800000,1,nominativas,,,,,,Aumento,02/01/2014,300000,"em dinheiro, mediante a emissão de 300.000 novas ações, no valor nominal de 1,00 cada.",,N,,,,,,,,,,,,,,,,,,,,,,
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",,502448911,12,1080000,1080000,1,,,,,,,Cisão e redução,12/11/2014,-720000,"MODALIDADE: destaque de parte do património da sociedade cindida para Constituição de uma nova sociedade "" ISA Energy Efficiency, S.A."" ­ NIPC 513246690 Data da deliberação: 20141103 Número de depósito do projecto: Dep. 8412/2014­09­29",,N,,,,,,,,,,,,,,,,,,,,,,
"ISA - INTELLIGENT SENSING ANYWHERE, S.A.",,502448911,13; 14,1653471,1653471,1,,,,,,,Aumento,27/10/2015,573471,Montante realizado: 573 471 euros Modalidade e forma de subscrição: Realizado em dinheiro subscrito pelos accionistas.,,N,,,,,,,,,,,,,,,,,,,,,,
LIVE CONTENT S.A,,509034080,1,5000,8,1383.35; 1333.35; 1433.30; 250; 250; 125;125; 100,quotas,"Gravação e transmissão de eventos, produção, agenciamento, edição, venda de produtos relacionados com a actividade, gestão de direitos de autor, venda de publicidade e angariação de patrocínios. Concepção, criação­produção, planeamento, implementação, desenvolvimento e acompanhamento de sítios de internet e mobile e de portais de internet e mobile, programação web e mobile, marketing on line e mobile, alojamento de sítios de internet e mobile e aplicações, criação e/ou gestão de conteúdos multimédia, criação e/ou gestão de contas multimédia e apresentações multimédia.",63120 - Portais web,,,,Constituição,18/08/2009,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
LIVE CONTENT S.A,,509034080,3,239450,8,66255.67; 63861.16; 61443.17; 11972.50; 4789; 11972.50; 5986.25; 5986.25,quotas,,,,,,Aumento e Alteração,03/02/2010,234450,"Realizado em espécie, subscrito por todos os sócios na proporção das suas quotas",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
LIVE CONTENT S.A,,509034080,5,319450,319450,1,nominativas,,,,,,Aumento e Alteração,28/03/2011,80000,realizado em dinheiro e subscrito pelo Fundo de Capital de Risco Capital Criativo I.,,N,,,,,,,,,,,,,,,,,,,,,,
