Denominação,NIF,Acto/Facto,Data,Doc 
"ALTURA PUBLISHING, S.A.",510253539,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2013-12-02,5
"ALTURA PUBLISHING, S.A.",510253539,Aumento do capital(online),2014-05-21,6
"ALTURA PUBLISHING, S.A.",510253539,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2014-06-11,7
"ALTURA PUBLISHING, S.A.",510253539,Aumento do capital(online),2015-01-09,8
"ALTURA PUBLISHING, S.A.",510253539,Aumento do capital (online),2015-05-26,9
"ALTURA PUBLISHING, S.A.",510253539,Alterações ao contrato de sociedade,2016-02-04,10
"BGUESTNOW, S.A.",513006036,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2014-02-19,1
"BGUESTNOW, S.A.",513006036,Aumento do capital,2015-02-11,2
"BGUESTNOW, S.A.",513006036,Mudança da sede e Alterações ao contrato de sociedade,2015-02-12,3
"BGUESTNOW, S.A.",513006036,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-03-19,4
"EXCITING SPACE, S.A.",510291600,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2012-05-23,1
"EXCITING SPACE, S.A.",510291600,Actualização,2013-11-11,2
"EXCITING SPACE, S.A.",510291600,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-03-27,3
"EXCITING SPACE, S.A.",510291600,Aumento do capital(online),2016-01-20,4
"WEDELIVERAWESOMEAPPS, S.A.",510804519,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2013-09-03,1
"WEDELIVERAWESOMEAPPS, S.A.",510804519,Actualizado,2013-12-17,2
"WEDELIVERAWESOMEAPPS, S.A.",510804519,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2014-07-17,3
"WEDELIVERAWESOMEAPPS, S.A.",510804519,Alterações ao contrato de sociedade(online),2015-02-19,4
"WEDELIVERAWESOMEAPPS, S.A.",510804519,Aumento do capital(online),2015-03-02,5
"WEDELIVERAWESOMEAPPS, S.A.",510804519,Aumento do capital(online),2015-03-16,6
"WEDELIVERAWESOMEAPPS, S.A.",510804519,Alterações ao contrato de sociedade(online),2016-07-22,7
"ALLIS UBBO INFORMATION SYSTEMS, LDA",509460348,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2010-05-31,1
"ALLIS UBBO INFORMATION SYSTEMS, LDA",509460348,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2010-05-31,2
"ALLIS UBBO INFORMATION SYSTEMS, LDA",509460348,atualizado,2014-01-28,3
"ALLIS UBBO INFORMATION SYSTEMS, LDA",509460348,Mudança da sede e Alterações ao contrato de sociedade,2014-12-17,4
"ALLIS UBBO INFORMATION SYSTEMS, LDA",509460348,Alterações ao contrato de sociedade,2016-04-21,5
"CRIVO INVESTIGAÇÃO APLICADA, S.A.",507945328,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2007-02-05,1
"CRIVO INVESTIGAÇÃO APLICADA, S.A.",507945328,Aumento do capital,2008-01-28,2
"CRIVO INVESTIGAÇÃO APLICADA, S.A.",507945328,Redução do capital(online) e Aumento do capital(online),2013-06-21,3
"CRIVO INVESTIGAÇÃO APLICADA, S.A.",507945328,Transformação em sociedade anónima e designação de membro(s) de orgão(s) social(ais) e secretário (online),2013-06-26,4
"CRIVO INVESTIGAÇÃO APLICADA, S.A.",507945328,Alterações ao contrato de sociedade(online),2013-11-18,5
"MATERA, LDA",508753902,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2009-01-07,1
"MATERA, LDA",508753902,Convertido,2009-05-29,2
"MATERA, LDA",508753902,Aumento do capital(online),2010-07-26,3
"MATERA, LDA",508753902,Aumento do capital,2011-09-14,4
"MATERA, LDA",508753902,Alterações ao contrato de sociedade(online),2013-07-17,5
"MATERA, LDA",508753902,Actualização,2013-12-21,6
"MATERA, LDA",508753902,Alterações ao contrato de sociedade,2016-08-29,7
"WATT-IS, S.A.",510207715,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2012-03-14,1
"WATT-IS, S.A.",510207715,Mudança da sede e Alterações ao contrato de sociedade,2015-03-23,2
"WATT-IS, S.A.",510207715,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-04-08,3
WISE CONNECT S.A.,513112146,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2014-06-04,1
WISE CONNECT S.A.,513112146,Alteração do contrato de sociedade unipessoal por quotas em sociedade plural por quotas(online) e Designação de membro(s) de orgão(s) social(ais) (online),2015-01-22,2
WISE CONNECT S.A.,513112146,"Aumento do capital(online), Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online)",2015-01-22,3
"MOBIQUEUE, S.A.",510753884,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2013-07-12,1
"MOBIQUEUE, S.A.",510753884,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2014-11-12,2
"MOBIQUEUE, S.A.",510753884,"Aumento do capital(online), Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online)",2015-06-02,3
"ADDVOLT, S.A.",510788815,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2014-06-23,1
"ADDVOLT, S.A.",510788815,Aumento do capital(online) e Alterações ao contrato de sociedade(online),2014-07-24,2
"ADDVOLT, S.A.",510788815,Aumento do capital e Alterações ao contrato de sociedade,2014-09-30,3
"ADDVOLT, S.A.",510788815,Transformação em sociedade anónima e designação de membro(s) de orgão(s) social(ais) e secretário (online),2015-02-24,4
FÓRMULA DA AVÓ - LDA,510077072,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2012-01-04,1
FÓRMULA DA AVÓ - LDA,510077072,Alterações ao contrato de sociedade(online),2012-03-26,2
FÓRMULA DA AVÓ - LDA,510077072,Alterações ao contrato de sociedade e designação de membro(s) de orgão(s) social(ais) (online),2012-10-19,3
FÓRMULA DA AVÓ - LDA,510077072,Aumento do capital(online) e Designação de membro(s) de orgão(s) social(ais) (online),2012-11-14,4
FÓRMULA DA AVÓ - LDA,510077072,Actualizado,2013-11-26,5
FÓRMULA DA AVÓ - LDA,510077072,Convertido(online),2014-10-02,6
FÓRMULA DA AVÓ - LDA,510077072,"Aumento do capital(online), Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online)",2014-11-27,7
"AUGRPUBLISHER, S.A",513061690,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2014-04-15,1
"AUGRPUBLISHER, S.A",513061690,Convertido(online),2014-07-18,2
"AUGRPUBLISHER, S.A",513061690,Aumento do capital(online),2014-07-30,3
"AUGRPUBLISHER, S.A",513061690,"Aumento do capital(online), Transformação em sociedade anónima(online), Designação de membro(s) de orgão(s) social(ais) (online) e Mudança da sede",2015-04-07,4
"SPHERE ULTRAFAST PHOTONICS, S.A.",510571514,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2013-09-09,1
"SPHERE ULTRAFAST PHOTONICS, S.A.",510571514,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2013-11-28,2
"SPHERE ULTRAFAST PHOTONICS, S.A.",510571514,Aumento do capital e Alterações ao contrato de sociedade,2014-03-18,3
"SPHERE ULTRAFAST PHOTONICS, S.A.",510571514,Transformação em sociedade anónima e designação de membro(s) de orgão(s) social(ais) (online),2015-01-28,4
"SPHERE ULTRAFAST PHOTONICS, S.A.",510571514,Aumento do capital(online),2015-10-09,5
"COLLAB - SOLUÇÕES INFORMÁTICAS DE COMUNICAÇÃO E COLABORAÇÃO, S.A.",503476749,Actualizado,2013-11-13,1
"COLLAB - SOLUÇÕES INFORMÁTICAS DE COMUNICAÇÃO E COLABORAÇÃO, S.A.",503476749,Actualizado,2014-06-12,2
"RADICAL INNOVATION, LDA",510693792,Constituição de sociedade,2013-07-09,1
"RADICAL INNOVATION, LDA",510693792,Alterações ao contrato de sociedade(online),2013-10-07,2
"BRIGHT INNOVATION, LDA",510343856,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2012-07-19,1
"BRIGHT INNOVATION, LDA",510343856,Alterações ao contrato de sociedade(online),2012-10-29,2
"BRIGHT INNOVATION, LDA",510343856,Actualizado,2013-11-06,3
"BRIGHT INNOVATION, LDA",510343856,Alterações ao contrato de sociedade(online),2015-07-15,4
"POWER DATA, LDA",510731651,Constituição de sociedade,2013-07-09,1
"POWER DATA, LDA",510731651,Alterações ao contrato de sociedade(online),2013-09-25,2
"POWER DATA, LDA",510731651,Actualizado,2013-12-10,3
"POWER DATA, LDA",510731651,Actualizado,2014-06-12,4
"POWER DATA, LDA",510731651,Alterações ao contrato de sociedade(online),2015-09-16,5
"POWERGRID, LDA",509766358,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2011-07-27,1
"POWERGRID, LDA",509766358,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2011-07-27,2
"POWERGRID, LDA",509766358,Convertido(online),2011-09-09,3
"POWERGRID, LDA",509766358,Alterações ao contrato de sociedade e designação de membro(s) de orgão(s) social(ais) e secretário (online),2013-03-25,4
"POWERGRID, LDA",509766358,Actualizado,2013-11-21,5
"POWERGRID, LDA",509766358,Alterações ao contrato de sociedade(online),2015-07-09,6
"POWERGRID, LDA",509766358,Alterações ao contrato de sociedade(online),2015-09-16,7
"SMARTGEO, SOLUTIONS, LDA",510465978,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2012-12-13,1
"SMARTGEO, SOLUTIONS, LDA",510465978,Aumento do capital(online) e Alterações ao contrato de sociedade(online),2013-02-18,2
"CITY PULSE, LDA",513136444,Constituição de sociedade,2014-06-12,1
"CITY PULSE, LDA",513136444,Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online),2014-07-17,2
"LIVIAN TECHNOLOGIES, LDA",513231412,Constituição de sociedade,2014-10-03,1
"LIVIAN TECHNOLOGIES, LDA",513231412,Rectificado,2014-11-19,2
"LIVIAN TECHNOLOGIES, LDA",513231412,Rectificado,2014-11-19,3
"PETAPILOT, S.A.",510961304,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2014-01-28,1
"PETAPILOT, S.A.",510961304,Convertido (online),2014-10-20,2
"PETAPILOT, S.A.",510961304,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2015-07-15,3
"PETAPILOT, S.A.",510961304,Alterações ao contrato de sociedade(online),2016-07-21,4
"GUM CHEMICAL SOLUTIONS, S.A.",510551890,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais) (online)",2013-03-15,1
"GUM CHEMICAL SOLUTIONS, S.A.",510551890,Alterações ao contrato de sociedade(online),2013-05-14,2
"GUM CHEMICAL SOLUTIONS, S.A.",510551890,Aumento do capital(online),2013-09-11,3
"GUM CHEMICAL SOLUTIONS, S.A.",510551890,Actualização,2014-01-17,4
"GUM CHEMICAL SOLUTIONS, S.A.",510551890,Aumento do capital e alteração ao contrato de sociedade(online),2015-01-15,5
"TURFLYNX, LDA",513233989,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2014-12-01,1
"TURFLYNX, LDA",513233989,Alterações ao contrato de sociedade e aumento de capital (online),2014-12-10,2
"TURFLYNX, LDA",513233989,Completado,2014-12-10,3
"TURFLYNX, LDA",513233989,Aumento do capital,2015-10-13,4
"ECT - BUSINESS OPORTUNITY, COMPRA E VENDA DE VIATURAS, LDA",510064256,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2011-11-17,1
"ECT - BUSINESS OPORTUNITY, COMPRA E VENDA DE VIATURAS, LDA",510064256,Aumento do capital(online) e Alteração do contrato de sociedade para sociedade por quotas(online),2015-01-15,2
"GREENFIBER TECH, S.A.",509967400,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2011-08-19,1
"GREENFIBER TECH, S.A.",509967400,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2011-08-19,2
"GREENFIBER TECH, S.A.",509967400,Aumento do capital(online),2012-05-08,3
"GREENFIBER TECH, S.A.",509967400,"Aumento do capital(online), Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online)",2012-12-26,4
"GREENFIBER TECH, S.A.",509967400,Conversão - total(online),2013-09-25,5
"GREENFIBER TECH, S.A.",509967400,Atualizado,2013-11-07,6
"GREENFIBER TECH, S.A.",509967400,Conversão - total(online),2014-02-13,7
"GREENFIBER TECH, S.A.",509967400,Alterações ao contrato de sociedade(online),2014-08-08,8
"GREENFIBER TECH, S.A.",509967400,Alterações ao contrato de sociedade e aumento de capital (online),2015-10-29,9
"GREENFIBER TECH, S.A.",509967400,"Alterações ao contrato de sociedade, aumento de capital e designação de membro(s) de orgão(s) social(ais) e secretário (online)",2016-02-15,10
"GREENFIBER TECH, S.A.",509967400,Emissão de títulos de participação,2016-04-22,11
"TORBEL, S.A.",500695679,Alterações ao contrato de sociedade(online),2010-03-31,1
"TORBEL, S.A.",500695679,Actualizado,2014-01-29,2
"TORBEL, S.A.",500695679,Aumento do capital e Alterações ao contrato de sociedade,2014-02-25,3
"TORBEL, S.A.",500695679,Alterações ao contrato de sociedade,2015-09-18,4
"TORBEL, S.A.",500695679,Aumento do capital,2015-09-18,5
"TORBEL, S.A.",500695679,Aumento do capital(online),2016-03-03,6
"ATP- ATLÂNTICO TRADE PARTNERS - IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ALIMENTARES, LDA",509229697,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2010-01-15,1
"ATP- ATLÂNTICO TRADE PARTNERS - IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ALIMENTARES, LDA",509229697,Rectificado,2010-01-19,2
"ATP- ATLÂNTICO TRADE PARTNERS - IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ALIMENTARES, LDA",509229697,Alterações ao contrato de sociedade,2011-05-26,3
"ATP- ATLÂNTICO TRADE PARTNERS - IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ALIMENTARES, LDA",509229697,Aumento do capital e Alterações ao contrato de sociedade,2011-09-15,4
"ATP- ATLÂNTICO TRADE PARTNERS - IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ALIMENTARES, LDA",509229697,Actualizado,2014-01-22,5
"ATP- ATLÂNTICO TRADE PARTNERS - IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ALIMENTARES, LDA",509229697,Alterações ao contrato de sociedade(online),2015-04-27,6
"ALTAKITIN, S.A.",509655300,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2010-12-31,1
"ALTAKITIN, S.A.",509655300,Aumento do capital(online),2011-08-31,2
"ALTAKITIN, S.A.",509655300,Aumento do capital(online),2011-09-01,3
"ALTAKITIN, S.A.",509655300,Aumento do capital(online),2011-09-12,4
"ALTAKITIN, S.A.",509655300,Aumento do capital(online) e Alteração integral do contrato de sociedade(online),2013-03-22,5
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",508383463,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2008-02-07,1
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",508383463,Aumento do capital(online),2008-10-31,2
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",508383463,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais) (online)",2012-12-05,3
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",508383463,Atualizado,2014-01-27,4
"SPHERAA - PRODUÇÃO DE ENERGIA, LDA",508383463,"Redução do capital, Aumento do capital e Designação de membro(s) de orgão(s) social(ais)",2015-11-02,5
"WIZI TO FIND, S.A.",507917880,"Contrato de sociedade,designação de membro(s) de orgão(s) social (ais)",2006-10-24,1
"WIZI TO FIND, S.A.",507917880,"Contrato de sociedade,designação de membro(s) de orgão(s) social (ais)",2006-10-24,2
"WIZI TO FIND, S.A.",507917880,Aumento do capital e Alterações ao contrato de sociedade,2008-03-07,3
"WIZI TO FIND, S.A.",507917880,"Aumento do capital(online), Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online)",2008-05-14,4
"WIZI TO FIND, S.A.",507917880,Rectificação,2008-05-14,5
"WIZI TO FIND, S.A.",507917880,Aumento do capital,2010-03-04,6
"WIZI TO FIND, S.A.",507917880,Aumento do capital,2010-03-04,7
"WIZI TO FIND, S.A.",507917880,Remodelação integral do contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2010-04-23,8
"WIZI TO FIND, S.A.",507917880,Alterações ao contrato de sociedade,2010-05-19,9
"WIZI TO FIND, S.A.",507917880,Alterações ao contrato de sociedade,2010-05-19,10
"WIZI TO FIND, S.A.",507917880,Aumento do capital,2011-10-13,11
"WIZI TO FIND, S.A.",507917880,ACTUALIZADO,2013-11-14,12
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",502009578,"Aumento do capital, Transformação em sociedade anónima, Alteração do contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2006-01-26,1
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",502009578,Aumento do capital,2007-12-05,2
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",502009578,Rectificado,2010-04-28,3
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",502009578,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2010-12-11,4
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",502009578,Alterações ao contrato de sociedade,2011-07-19,5
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",502009578,Rectificado,2012-02-14,6
"IBERMAROS-EQUIPAMENTOS INDUSTRIAIS, S.A.",502009578,Aumento do capital e Alterações ao contrato de sociedade,2012-05-18,7
"CRITICAL MANUFACTURING, S.A.",508904021,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2009-03-13,1
"CRITICAL MANUFACTURING, S.A.",508904021,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2009-03-13,2
"CRITICAL MANUFACTURING, S.A.",508904021,Alterações ao contrato de sociedade(online),2009-05-01,3
"CRITICAL MANUFACTURING, S.A.",508904021,Alterações ao contrato de sociedade(online),2009-05-01,4
"CRITICAL MANUFACTURING, S.A.",508904021,Alterações ao contrato de sociedade(online),2009-05-18,5
"CRITICAL MANUFACTURING, S.A.",508904021,Alterações ao contrato de sociedade(online),2009-05-18,6
"CRITICAL MANUFACTURING, S.A.",508904021,Alterações ao contrato de sociedade(online),2010-12-31,7
"CRITICAL MANUFACTURING, S.A.",508904021,Alterações ao contrato de sociedade(online),2010-12-31,8
"CRITICAL MANUFACTURING, S.A.",508904021,Aumento do capital,2016-07-28,9
"CRITICAL MATERIALS, S.A.",508339855,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2008-02-06,1
"CRITICAL MATERIALS, S.A.",508339855,Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online),2008-11-21,2
"CRITICAL MATERIALS, S.A.",508339855,Aumento do capital(online),2009-02-04,3
"CRITICAL MATERIALS, S.A.",508339855,Aumento do capital(online),2009-02-04,4
"CRITICAL MATERIALS, S.A.",508339855,Rectificado,2009-02-06,5
"CRITICAL MATERIALS, S.A.",508339855,Alterações ao contrato de sociedade(online),2009-06-18,6
"CRITICAL MATERIALS, S.A.",508339855,Alterações ao contrato de sociedade(online),2009-06-18,7
"CRITICAL MATERIALS, S.A.",508339855,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2011-06-29,8
"CRITICAL MATERIALS, S.A.",508339855,Aumento do capital(online),2012-09-13,9
"CRITICAL MATERIALS, S.A.",508339855,"Mudança da sede, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2016-08-10,10
"CRITICAL MATERIALS, S.A.",508339855,Rectificado,2016-09-07,11
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",509961320,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2011-09-14,1
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",509961320,Aumento do capital,2013-08-05,2
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",509961320,Projecto de fusão,2014-11-13,3
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",509961320,Projeto de Fusão,2014-11-14,4
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",509961320,Projeto de Fusão,2014-11-14,5
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",509961320,Fusão,2014-12-23,6
"BLUECARING - SISTEMAS DE MONITORIZAÇÃO, S.A.",509961320,Aumento do capital(online),2015-02-03,7
"RETMARKER, S.A.",508805759,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2008-12-16,1
"RETMARKER, S.A.",508805759,Aumento do capital(online),2009-03-23,2
"RETMARKER, S.A.",508805759,Aumento do capital(online),2009-03-23,3
"RETMARKER, S.A.",508805759,Conversão - total(online),2011-02-04,4
"RETMARKER, S.A.",508805759,Conversão - total(online),2011-02-04,5
"RETMARKER, S.A.",508805759,Aumento do capital(online),2011-07-25,6
"RETMARKER, S.A.",508805759,Aumento do capital e Alterações ao contrato de sociedade,2013-03-07,7
"RETMARKER, S.A.",508805759,Actualizado,2013-11-13,8
"RETMARKER, S.A.",508805759,Projecto de cisão,2013-12-23,9
"RETMARKER, S.A.",508805759,Projecto de Cisão,2013-12-23,10
"RETMARKER, S.A.",508805759,Cisão,2014-03-03,11
"RETMARKER, S.A.",508805759,Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online),2014-05-21,12
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,500772738,Aumento do capital,2010-12-02,1
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,500772738,Aumento do capital,2010-12-02,2
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,500772738,Conversão - total(online),2012-08-03,3
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,500772738,Alterações ao contrato de sociedade,2012-08-07,4
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,500772738,Aumento do capital,2012-12-18,5
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,500772738,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2014-10-02,6
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,500772738,Aumento do capital,2015-10-22,7
BALFLEX PORTUGAL - COMPONENTES HIDRÁULICOS E INDUSTRIAIS S.A.,500772738,Actualizado,2016-03-24,8
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",509739490,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2011-01-28,1
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",509739490,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2011-01-28,2
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",509739490,Aumento do capital(online),2012-10-09,3
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",509739490,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2012-11-13,4
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",509739490,Aumento do capital e Alteração total ao contrato de sociedade,2012-12-06,5
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",509739490,Alterações ao contrato de sociedade e designação de membro de orgão social,2013-03-15,6
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",509739490,Actualizado,2013-11-14,7
"CORTEX INTELLIGENCE TECNOLOGIA, LDA",509739490,Alterações ao contrato de sociedade e designação de membro(s) de orgão(s) social(ais) (online),2016-06-30,8
"DOCTORGUMMY, LDA",513249141,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2014-09-29,1
"DOCTORGUMMY, LDA",513249141,"Aumento do capital, Alteração do contrato de sociedade para sociedade por quotas e Designação de membro(s) de orgão(s) social(ais)",2014-12-31,2
"DOCTORGUMMY, LDA",513249141,Retificação,2015-02-24,3
"DOCTORGUMMY, LDA",513249141,Alteração do contrato de sociedade para sociedade unipessoal por quotas,2015-03-17,4
"DOCTORGUMMY, LDA",513249141,"Aumento do capital, Alteração do contrato de sociedade para sociedade por quotas e Designação de membro(s) de orgão(s) social(ais)",2015-06-12,5
"DOCTORGUMMY, LDA",513249141,Alterações ao contrato de sociedade,2016-03-23,6
"DTV RESEARCH, UNIPESSOAL LDA",510302262,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2012-06-29,1
"DTV RESEARCH, UNIPESSOAL LDA",510302262,Alterações ao contrato de sociedade(online),2012-09-07,2
"DTV RESEARCH, UNIPESSOAL LDA",510302262,Alterações ao contrato de sociedade(online),2013-08-08,3
"DTV RESEARCH, UNIPESSOAL LDA",510302262,Actualizado,2013-11-07,4
"DTV RESEARCH, UNIPESSOAL LDA",510302262,Alteração do contrato de sociedade para sociedade unipessoal por quotas e Designação de membro(s) de orgão(s) social(ais),2014-05-19,5
"EPEDAL, SGPS S.A.",508077036,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2007-04-12,1
"EPEDAL, SGPS S.A.",508077036,Aumento do capital,2013-09-19,2
"EPEDAL, SGPS S.A.",508077036,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2013-09-19,3
"EPEDAL, SGPS S.A.",508077036,Aumento do capital(online),2015-04-06,4
"EPEDAL, SGPS S.A.",508077036,Retificação,2016-09-01,5
"EXOGENUS THERAPEUTICS, S.A.",513553142,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2015-06-02,1
"EXOGENUS THERAPEUTICS, S.A.",513553142,Aumento do capital(online) e Alterações ao contrato de sociedade(online),2015-10-23,2
"EXOGENUS THERAPEUTICS, S.A.",513553142,Aumento do capital,2015-11-30,3
"EXOGENUS THERAPEUTICS, S.A.",513553142,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-11-30,4
"EXOGENUS THERAPEUTICS, S.A.",513553142,"Aumento do capital, Alterações ao contrato Totalde sociedade e Designação de membro(s) de outro orgão(s) social(ais)",2015-12-09,5
"FASTINOV, S.A.",510740898,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2013-06-28,1
"FASTINOV, S.A.",510740898,Alterações ao contrato de sociedade(online),2014-02-03,2
"FASTINOV, S.A.",510740898,"Aumento do capital, Alterações ao contrato de sociedade, Transformação em sociedade anónima, Designação de membro(s) de orgão(s) social(ais) e Mudança da sede",2015-09-03,3
"FASTINOV, S.A.",510740898,Conversão - total(online),2015-12-09,4
"FASTINOV, S.A.",510740898,Conversão - total(online) do AV .01,2015-12-09,5
"FASTINOV, S.A.",510740898,Aumento do capital e Alterações ao contrato de sociedade,2016-03-21,6
"FRIDAY: CIÊNCIA E ENGENHARIA DO LAZER, S.A.",510445276,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2012-11-12,1
"FRIDAY: CIÊNCIA E ENGENHARIA DO LAZER, S.A.",510445276,Alterações ao contrato de sociedade(online),2014-02-27,2
